thread_id, libro_id, cantidad_palabras, timestamp_inicio_ms, timestamp_termino_ms
128123964212928, 31, 27121, 1761689853673, 1761689853773
128123964212928, 32, 1246, 1761689853773, 1761689853779
128123989391040, 59, 96123, 1761689853402, 1761689853786
128123955820224, 41, 36662, 1761689853700, 1761689853836
128123980998336, 49, 139504, 1761689853340, 1761689853863
128123972605632, 18, 61684, 1761689853647, 1761689853888
128123955820224, 42, 42883, 1761689853836, 1761689854003
128123972605632, 19, 30320, 1761689853888, 1761689854014
128123989391040, 60, 96123, 1761689853786, 1761689854164
128123964212928, 63, 84259, 1761689853840, 1761689854176
128123955820224, 73, 54035, 1761689854085, 1761689854267
128123964212928, 64, 33647, 1761689854176, 1761689854293
128123964212928, 65, 859, 1761689854293, 1761689854298
128123964212928, 66, 25666, 1761689854298, 1761689854385
128123955820224, 74, 39041, 1761689854267, 1761689854403
128123964212928, 67, 16318, 1761689854385, 1761689854444
128123980998336, 50, 156332, 1761689853863, 1761689854474
128123980998336, 51, 2409, 1761689854474, 1761689854487
128123972605632, 20, 129740, 1761689854014, 1761689854507
128123964212928, 68, 16318, 1761689854444, 1761689854509
128123980998336, 52, 24902, 1761689854487, 1761689854592
128123955820224, 75, 71950, 1761689854403, 1761689854649
128123989391040, 61, 149153, 1761689854164, 1761689854743
128123955820224, 76, 39041, 1761689854649, 1761689854785
128123955820224, 77, 490, 1761689854785, 1761689854788
128123980998336, 83, 54035, 1761689854688, 1761689854885
128123964212928, 69, 149706, 1761689854509, 1761689855064
128123989391040, 62, 84259, 1761689854743, 1761689855111
128123955820224, 78, 95469, 1761689854788, 1761689855148
128123980998336, 84, 71021, 1761689854885, 1761689855166
128123972605632, 21, 206876, 1761689854507, 1761689855293
128123972605632, 22, 11848, 1761689855293, 1761689855336
128123955820224, 79, 57272, 1761689855148, 1761689855360
128123980998336, 85, 71021, 1761689855166, 1761689855433
128123989391040, 93, 78250, 1761689855209, 1761689855500
128123955820224, 80, 68374, 1761689855360, 1761689855609
128123955820224, 81, 30331, 1761689855609, 1761689855721
128123972605632, 103, 85563, 1761689855438, 1761689855761
128123989391040, 94, 78050, 1761689855500, 1761689855807
128123955820224, 82, 58068, 1761689855721, 1761689855936
128123955820224, 113, 3159, 1761689856024, 1761689856038
128123972605632, 104, 78250, 1761689855761, 1761689856048
128123989391040, 95, 82589, 1761689855807, 1761689856156
128123980998336, 86, 219890, 1761689855433, 1761689856254
128123980998336, 87, 20275, 1761689856254, 1761689856333
128123972605632, 105, 78050, 1761689856048, 1761689856351
128123989391040, 96, 68201, 1761689856156, 1761689856417
128123980998336, 88, 66278, 1761689856333, 1761689856583
128123972605632, 106, 82589, 1761689856351, 1761689856658
128123989391040, 97, 71122, 1761689856417, 1761689856695
128123964212928, 70, 426278, 1761689855064, 1761689856711
128123964212928, 71, 9505, 1761689856711, 1761689856746
128123964212928, 72, 490, 1761689856746, 1761689856750
128123980998336, 89, 73618, 1761689856583, 1761689856886
128123972605632, 107, 68201, 1761689856658, 1761689856912
128123955820224, 114, 251226, 1761689856038, 1761689856972
128123955820224, 115, 5506, 1761689856972, 1761689857007
128123964212928, 123, 45082, 1761689856851, 1761689857093
128123989391040, 98, 81857, 1761689856695, 1761689857098
128123972605632, 108, 71122, 1761689856912, 1761689857321
128123964212928, 124, 50932, 1761689857093, 1761689857330
128123980998336, 90, 85278, 1761689856886, 1761689857344
128123989391040, 99, 66278, 1761689857098, 1761689857387
128123964212928, 125, 28887, 1761689857330, 1761689857435
128123972605632, 109, 81857, 1761689857321, 1761689857627
128123980998336, 91, 73667, 1761689857344, 1761689857632
128123989391040, 100, 73618, 1761689857387, 1761689857659
128123972605632, 110, 37887, 1761689857627, 1761689857763
128123980998336, 92, 85563, 1761689857632, 1761689857972
128123989391040, 101, 85278, 1761689857659, 1761689857980
128123955820224, 116, 251226, 1761689857007, 1761689858046
128123964212928, 126, 175701, 1761689857435, 1761689858058
128123955820224, 117, 3159, 1761689858046, 1761689858059
128123964212928, 127, 6609, 1761689858058, 1761689858086
128123972605632, 111, 103542, 1761689857763, 1761689858209
128123980998336, 133, 43306, 1761689858081, 1761689858325
128123989391040, 102, 73667, 1761689857980, 1761689858337
128123980998336, 134, 43306, 1761689858325, 1761689858483
128123964212928, 128, 97156, 1761689858086, 1761689858521
128123989391040, 143, 20426, 1761689858442, 1761689858524
128123980998336, 135, 22506, 1761689858483, 1761689858565
128123972605632, 112, 103542, 1761689858209, 1761689858589
128123964212928, 129, 20997, 1761689858521, 1761689858597
128123964212928, 130, 0, 1761689858597, 1761689858599
128123964212928, 131, 0, 1761689858599, 1761689858601
128123964212928, 132, 1618, 1761689858601, 1761689858608
128123980998336, 136, 22506, 1761689858565, 1761689858640
128123980998336, 137, 39537, 1761689858640, 1761689858762
128123980998336, 138, 1764, 1761689858762, 1761689858770
128123980998336, 139, 1764, 1761689858770, 1761689858776
128123955820224, 118, 220383, 1761689858059, 1761689858895
128123955820224, 119, 19744, 1761689858895, 1761689858955
128123955820224, 120, 19744, 1761689858955, 1761689859018
128123980998336, 140, 116553, 1761689858776, 1761689859118
128123955820224, 121, 47921, 1761689859018, 1761689859164
128123955820224, 122, 45082, 1761689859164, 1761689859312
128123980998336, 141, 70365, 1761689859118, 1761689859342
128123980998336, 142, 65100, 1761689859342, 1761689859533
